x-axis,1,2
second,Volt,Volt
-25.00000E+00,+12.35959E+00,+280E-06
-24.97500E+00,+12.35987E+00,+280E-06
-24.95000E+00,+12.35973E+00,+270E-06
-24.92500E+00,+12.35973E+00,+270E-06
-24.90000E+00,+12.35973E+00,+260E-06
-24.87500E+00,+12.36003E+00,+280E-06
-24.85000E+00,+12.35987E+00,+280E-06
-24.82500E+00,+12.35987E+00,+260E-06
-24.80000E+00,+12.35991E+00,+280E-06
-24.77500E+00,+12.35987E+00,+280E-06
-24.75000E+00,+12.35979E+00,+270E-06
-24.72500E+00,+12.35987E+00,+250E-06
-24.70000E+00,+12.35973E+00,+260E-06
-24.67500E+00,+12.35959E+00,+280E-06
-24.65000E+00,+12.35973E+00,+250E-06
-24.62500E+00,+12.35995E+00,+260E-06
-24.60000E+00,+12.35995E+00,+280E-06
-24.57500E+00,+12.35969E+00,+280E-06
-24.55000E+00,+12.35945E+00,+260E-06
-24.52500E+00,+12.35972E+00,+250E-06
-24.50000E+00,+12.35973E+00,+260E-06
-24.47500E+00,+12.35959E+00,+270E-06
-24.45000E+00,+12.35973E+00,+270E-06
-24.42500E+00,+12.35964E+00,+280E-06
-24.40000E+00,+12.35948E+00,+260E-06
-24.37500E+00,+12.35959E+00,+260E-06
-24.35000E+00,+12.35973E+00,+270E-06
-24.32500E+00,+12.35973E+00,+280E-06
-24.30000E+00,+12.35980E+00,+270E-06
-24.27500E+00,+12.35987E+00,+280E-06
-24.25000E+00,+12.36001E+00,+280E-06
-24.22500E+00,+12.36001E+00,+260E-06
-24.20000E+00,+12.36001E+00,+280E-06
-24.17500E+00,+12.35987E+00,+270E-06
-24.15000E+00,+12.35987E+00,+280E-06
-24.12500E+00,+12.35979E+00,+280E-06
-24.10000E+00,+12.35973E+00,+280E-06
-24.07500E+00,+12.35974E+00,+260E-06
-24.05000E+00,+12.35972E+00,+290E-06
-24.02500E+00,+12.35959E+00,+280E-06
-24.00000E+00,+12.35965E+00,+280E-06
-23.97500E+00,+12.35953E+00,+260E-06
-23.95000E+00,+12.35973E+00,+260E-06
-23.92500E+00,+12.35973E+00,+260E-06
-23.90000E+00,+12.35972E+00,+250E-06
-23.87500E+00,+12.36028E+00,+260E-06
-23.85000E+00,+12.36028E+00,+280E-06
-23.82500E+00,+12.36001E+00,+270E-06
-23.80000E+00,+12.35987E+00,+290E-06
-23.77500E+00,+12.35973E+00,+270E-06
-23.75000E+00,+12.35987E+00,+280E-06
-23.72500E+00,+12.35987E+00,+280E-06
-23.70000E+00,+12.35977E+00,+280E-06
